,premise,hypothesis,gold_label,type,infersent_embedding,predicted_label
13208.0,"If William arrives early, he'll never oppose a decision by the president again.",William has opposed a decision by the president before.,E,type5_again,[0.00746889 0.068003   0.02033094 ... 0.07758082 0.02358797 0.00781864],E
13209.0,"It's not the case that if William arrives early, he'll never oppose a decision by the president again.",William has opposed a decision by the president before.,E,type5_again,"[ 0.00746889  0.03598182 -0.00784945 ...  0.07758082  0.02358797
  0.00781864]",E
13210.0,"Sam believes that if William arrives early, he'll never oppose a decision by the president again.",William has opposed a decision by the president before.,E,type5_again,[0.00746889 0.04948502 0.02482212 ... 0.07758082 0.02358797 0.00781864],E
13211.0,"Is it true that if William arrives early, he'll never oppose a decision by the president again?",William has opposed a decision by the president before.,E,type5_again,[0.00746889 0.03947144 0.00586729 ... 0.07758082 0.02358797 0.00781864],E
13212.0,"If Richard arrives early, he'll never pay a loan again.",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.08348455 -0.02307661 ...  0.0233779  -0.030842
 -0.0138564 ]",E
13213.0,"It's not the case that if Richard arrives early, he'll never pay a loan again.",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.05158106 -0.02598566 ...  0.0233779  -0.030842
 -0.0138564 ]",E
13214.0,"Sam believes that if Richard arrives early, he'll never pay a loan again.",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.0663775  -0.0195304  ...  0.0233779  -0.030842
 -0.0138564 ]",E
13215.0,"Is it true that if Richard arrives early, he'll never pay a loan again?",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.05548142 -0.02354381 ...  0.0233779  -0.030842
 -0.0138564 ]",E
13220.0,"If Lucas arrives on time, he'll never place an order for her daughter again.",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889  0.00742201  0.00129657 ...  0.03307276  0.01351634
 -0.01053386]",E
13221.0,"It's not the case that if Lucas arrives on time, he'll never place an order for her daughter again.",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889  0.00183439  0.00161445 ...  0.03307276  0.01351634
 -0.01053386]",E
13222.0,"Sam believes that if Lucas arrives on time, he'll never place an order for her daughter again.",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889  0.0039645   0.00146206 ...  0.03307276  0.01351634
 -0.01053386]",E
13223.0,"Is it true that if Lucas arrives on time, he'll never place an order for her daughter again?",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889  0.01478766  0.00157738 ...  0.03307276  0.01351634
 -0.01053386]",E
13224.0,"If Patricia finishes her work on time, she'll never play with a child at the daycare again.",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.01305341 -0.03935728  0.05463565 ...  0.02376142 -0.02199576
 -0.0138564 ]",E
13225.0,"It's not the case that if Patricia finishes her work on time, she'll never play with a child at the daycare again.",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00746889 -0.0462219   0.03782621 ...  0.02376142 -0.02199576
 -0.0138564 ]",E
13226.0,"Sam believes that if Patricia finishes her work on time, she'll never play with a child at the daycare again.",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00775906 -0.01138695  0.05957664 ...  0.02376142 -0.02199576
 -0.0138564 ]",E
13227.0,"Is it true that if Patricia finishes her work on time, she'll never play with a child at the daycare again?",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00746889  0.01478766  0.04537771 ...  0.02376142 -0.02199576
 -0.0138564 ]",E
13240.0,"If John arrives on time, he'll never propose a plan to the senator again.",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.11015445 -0.0316426  ...  0.01039925  0.03272919
  0.01962996]",E
13241.0,"It's not the case that if John arrives on time, he'll never propose a plan to the senator again.",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.07858596 -0.03293281 ...  0.01039925  0.03272919
  0.01962996]",E
13242.0,"Sam believes that if John arrives on time, he'll never propose a plan to the senator again.",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.09537137 -0.02926915 ...  0.01039925  0.03272919
  0.01962996]",E
13243.0,"Is it true that if John arrives on time, he'll never propose a plan to the senator again?",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.08312371 -0.02354381 ...  0.01039925  0.03272919
  0.01962996]",E
13248.0,"If Mary finishes her work early, she'll never provide support to her family again.",Mary has provided support to her family before.,E,type5_again,"[ 0.02344411 -0.03935728  0.04996773 ... -0.00636924  0.01046336
 -0.0138564 ]",E
13249.0,"It's not the case that if Mary finishes her work early, she'll never provide support to her family again.",Mary has provided support to her family before.,E,type5_again,"[ 0.00746889 -0.04637178  0.03437275 ... -0.00636924  0.01046336
 -0.0138564 ]",E
13250.0,"Sam believes that if Mary finishes her work early, she'll never provide support to her family again.",Mary has provided support to her family before.,E,type5_again,"[ 0.01759439 -0.01138695  0.05532842 ... -0.00636924  0.01046336
 -0.0138564 ]",E
13251.0,"Is it true that if Mary finishes her work early, she'll never provide support to her family again?",Mary has provided support to her family before.,E,type5_again,"[ 0.00746889  0.01478766  0.04171404 ... -0.00636924  0.01046336
 -0.0138564 ]",E
13284.0,"If Thomas travels to Paris, he'll never recommend a place to her brother again.",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12326296 -0.00774039 ...  0.03375192  0.00779163
 -0.0138564 ]",E
13285.0,"It's not the case that if Thomas travels to Paris, he'll never recommend a place to her brother again.",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12271002 -0.01312919 ...  0.03375192  0.00779163
 -0.0138564 ]",E
13286.0,"Sam believes that if Thomas travels to Paris, he'll never recommend a place to her brother again.",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12279814 -0.00721124 ...  0.03375192  0.00779163
 -0.0138564 ]",E
13287.0,"Is it true that if Thomas travels to Paris, he'll never recommend a place to her brother again?",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12272701 -0.01141366 ...  0.03375192  0.00779163
 -0.0138564 ]",E
13308.0,"If Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.09116022  0.02434285 ...  0.03076407  0.00370262
 -0.0138564 ]",E
13309.0,"It's not the case that if Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.08964313  0.02450894 ...  0.03076407  0.00370262
 -0.0138564 ]",E
13310.0,"Sam believes that if Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.08990128  0.02441449 ...  0.03076407  0.00370262
 -0.0138564 ]",E
13311.0,"Is it true that if Betty arrives early, she'll never reserve a seat for her husband again?",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.08969535  0.02448813 ...  0.03076407  0.00370262
 -0.0138564 ]",E
13340.0,"If Caleb passes his driving test, he'll never see a movie by Ford Coppola again.",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889  0.04405573 -0.01841094 ...  0.02073013  0.03235529
  0.00391089]",E
13341.0,"It's not the case that if Caleb passes his driving test, he'll never see a movie by Ford Coppola again.",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889  0.02850656 -0.0210438  ...  0.02073013  0.03235529
  0.00391089]",E
13342.0,"Sam believes that if Caleb passes his driving test, he'll never see a movie by Ford Coppola again.",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889  0.03627155 -0.0119157  ...  0.02073013  0.03235529
  0.00391089]",E
13343.0,"Is it true that if Caleb passes his driving test, he'll never see a movie by Ford Coppola again?",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889  0.03094157 -0.01781983 ...  0.02073013  0.03235529
  0.00391089]",E
13352.0,"If Emily finishes work early, he'll never send a message to her dad again.",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889  0.15217705  0.01939713 ...  0.01376257  0.0547522
 -0.0138564 ]",E
13353.0,"It's not the case that if Emily finishes work early, he'll never send a message to her dad again.",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889  0.15112151  0.00098501 ...  0.01376257  0.0547522
 -0.0138564 ]",E
13354.0,"Sam believes that if Emily finishes work early, he'll never send a message to her dad again.",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889  0.15132506  0.02768661 ...  0.01376257  0.0547522
 -0.0138564 ]",E
13355.0,"Is it true that if Emily finishes work early, he'll never send a message to her dad again?",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889  0.15116441  0.01130441 ...  0.01376257  0.0547522
 -0.0138564 ]",E
13380.0,"If Emily's car breaks down, she'll never spoil a surprise birthday again.",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.03935728  0.00837066 ...  0.01790273 -0.01720171
 -0.0138564 ]",E
13381.0,"It's not the case that if Emily's car breaks down, she'll never spoil a surprise birthday again.",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.04737548  0.01107524 ...  0.01790273 -0.01720171
 -0.0138564 ]",E
13382.0,"Sam believes that if Emily's car breaks down, she'll never spoil a surprise birthday again.",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.01138695  0.01033012 ...  0.01790273 -0.01720171
 -0.0138564 ]",E
13383.0,"Is it true that if Emily's car breaks down, she'll never spoil a surprise birthday again?",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889  0.01478766  0.01091923 ...  0.01790273 -0.01720171
 -0.0138564 ]",E
13384.0,"If Lily finishes work early, she'll never start a new hobby at home again.",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.03935728  0.05645739 ...  0.03451223 -0.00011091
  0.01271899]",E
13385.0,"It's not the case that if Lily finishes work early, she'll never start a new hobby at home again.",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.04401346  0.05771827 ...  0.03451223 -0.00011091
  0.01271899]",E
13386.0,"Sam believes that if Lily finishes work early, she'll never start a new hobby at home again.",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.01138695  0.05742538 ...  0.03451223 -0.00011091
  0.01271899]",E
13387.0,"Is it true that if Lily finishes work early, she'll never start a new hobby at home again?",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889  0.01478766  0.05766752 ...  0.03451223 -0.00011091
  0.01271899]",E
13404.0,"If Isaac's flight lands on time, he'll never submit an application again.",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889  0.00288831  0.00734095 ...  0.02308892  0.02261097
 -0.0138564 ]",E
13405.0,"It's not the case that if Isaac's flight lands on time, he'll never submit an application again.",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889 -0.000763    0.00249031 ...  0.02308892  0.02261097
 -0.0138564 ]",E
13406.0,"Sam believes that if Isaac's flight lands on time, he'll never submit an application again.",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889  0.00028413  0.01303179 ...  0.02308892  0.02261097
 -0.0138564 ]",E
13407.0,"Is it true that if Isaac's flight lands on time, he'll never submit an application again?",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889  0.01478766  0.00580562 ...  0.02308892  0.02261097
 -0.0138564 ]",E
13428.0,"If Nancy finishes her exam early, she'll never travel with a sports car again.",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.00688115 ...  0.03095332 -0.03848152
 -0.0138564 ]",E
13429.0,"It's not the case that if Nancy finishes her exam early, she'll never travel with a sports car again.",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889 -0.04703417 -0.01186462 ...  0.03095332 -0.03848152
 -0.0138564 ]",E
13430.0,"Sam believes that if Nancy finishes her exam early, she'll never travel with a sports car again.",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00921272 -0.01138695 -0.0043329  ...  0.03095332 -0.03848152
 -0.0138564 ]",E
13431.0,"Is it true that if Nancy finishes her exam early, she'll never travel with a sports car again?",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889  0.01478766 -0.01092529 ...  0.03095332 -0.03848152
 -0.0138564 ]",E
13452.0,"If Mary finishes her presentation early, she'll never walk a dog again.",Mary has walked a dog before.,E,type5_again,"[ 0.02344411 -0.03935728  0.06557482 ...  0.03243553 -0.01651463
 -0.0138564 ]",E
13453.0,"It's not the case that if Mary finishes her presentation early, she'll never walk a dog again.",Mary has walked a dog before.,E,type5_again,"[ 0.00746889 -0.04790453  0.05206349 ...  0.03243553 -0.01651463
 -0.0138564 ]",E
13454.0,"Sam believes that if Mary finishes her presentation early, she'll never walk a dog again.",Mary has walked a dog before.,E,type5_again,"[ 0.01759439 -0.01138695  0.06832826 ...  0.03243553 -0.01651463
 -0.0138564 ]",E
13455.0,"Is it true that if Mary finishes her presentation early, she'll never walk a dog again?",Mary has walked a dog before.,E,type5_again,"[ 0.00746889  0.01478766  0.0578001  ...  0.03243553 -0.01651463
 -0.0138564 ]",E
13484.0,"If Charlotte attends the concert, she'll never arrange a meeting with the boss again.",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 0.00746889 -0.03935728  0.10852931 ...  0.01148841  0.02413015
 -0.00586726]",E
13485.0,"It's not the case that if Charlotte attends the concert, she'll never arrange a meeting with the boss again.",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 0.00746889 -0.04533876  0.09722202 ...  0.01148841  0.02413015
 -0.00586726]",E
13486.0,"Sam believes that if Charlotte attends the concert, she'll never arrange a meeting with the boss again.",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 0.00746889 -0.01138695  0.10885773 ...  0.01148841  0.02413015
 -0.00586726]",E
13487.0,"Is it true that if Charlotte attends the concert, she'll never arrange a meeting with the boss again?",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 0.00746889  0.01478766  0.10133258 ...  0.01148841  0.02413015
 -0.00586726]",E
13528.0,"If Grace studies abroad, she'll never compensate for a loss again.",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.03808663 -0.02009527 ...  0.02431441 -0.02633125
 -0.0138564 ]",E
13529.0,"It's not the case that if Grace studies abroad, she'll never compensate for a loss again.",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.04181559 -0.02472699 ...  0.02431441 -0.02633125
 -0.0138564 ]",E
13530.0,"Sam believes that if Grace studies abroad, she'll never compensate for a loss again.",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.01138695 -0.01363352 ...  0.02431441 -0.02633125
 -0.0138564 ]",E
13531.0,"Is it true that if Grace studies abroad, she'll never compensate for a loss again?",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889  0.01478766 -0.02103449 ...  0.02431441 -0.02633125
 -0.0138564 ]",E
13544.0,"If Caleb's flight arrives early, he'll never conserve an endangered land again.",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889  0.00855062  0.07357922 ...  0.03418719 -0.00188065
 -0.0138564 ]",E
13545.0,"It's not the case that if Caleb's flight arrives early, he'll never conserve an endangered land again.",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889  0.00294216  0.0731066  ...  0.03418719 -0.00188065
 -0.0138564 ]",E
13546.0,"Sam believes that if Caleb's flight arrives early, he'll never conserve an endangered land again.",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889  0.00507092  0.07390976 ...  0.03418719 -0.00188065
 -0.0138564 ]",E
13547.0,"Is it true that if Caleb's flight arrives early, he'll never conserve an endangered land again?",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889  0.01478766  0.07337429 ...  0.03418719 -0.00188065
 -0.0138564 ]",E
13556.0,"If Scarlett passes her driving test, she'll never contradict a statement again.",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.00607262 ...  0.03984456 -0.03819917
 -0.00882602]",E
13557.0,"It's not the case that if Scarlett passes her driving test, she'll never contradict a statement again.",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.04662346 -0.01210677 ...  0.03984456 -0.03819917
 -0.00882602]",E
13558.0,"Sam believes that if Scarlett passes her driving test, she'll never contradict a statement again.",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.01138695 -0.00076139 ...  0.03984456 -0.03819917
 -0.00882602]",E
13559.0,"Is it true that if Scarlett passes her driving test, she'll never contradict a statement again?",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889  0.01478766 -0.00829108 ...  0.03984456 -0.03819917
 -0.00882602]",E
13564.0,"If Elijah agrees to the job offer, he'll never debate a topic with the politician again.",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889  0.0138641   0.09459238 ...  0.03548142 -0.00495085
 -0.0138564 ]",E
13565.0,"It's not the case that if Elijah agrees to the job offer, he'll never debate a topic with the politician again.",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889  0.00784758  0.08554704 ...  0.03548142 -0.00495085
 -0.0138564 ]",E
13566.0,"Sam believes that if Elijah agrees to the job offer, he'll never debate a topic with the politician again.",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889  0.01029853  0.09757201 ...  0.03548142 -0.00495085
 -0.0138564 ]",E
13567.0,"Is it true that if Elijah agrees to the job offer, he'll never debate a topic with the politician again?",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889  0.01478766  0.08964746 ...  0.03548142 -0.00495085
 -0.0138564 ]",E
13604.0,"If David graduates from college, he'll never discover a new path again.",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.07829713 -0.0241802  ...  0.01702547 -0.0182355
 -0.01187399]",E
13605.0,"It's not the case that if David graduates from college, he'll never discover a new path again.",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.04680707 -0.02696573 ...  0.01702547 -0.0182355
 -0.01187399]",E
13606.0,"Sam believes that if David graduates from college, he'll never discover a new path again.",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.06106792 -0.02073795 ...  0.01702547 -0.0182355
 -0.01187399]",E
13607.0,"Is it true that if David graduates from college, he'll never discover a new path again?",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.05054045 -0.02354381 ...  0.01702547 -0.0182355
 -0.01187399]",E
13608.0,"If Kimberly travels to Paris, she'll never divulge a secret again.",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.0050602  ...  0.03939194 -0.030842
 -0.0138564 ]",E
13609.0,"It's not the case that if Kimberly travels to Paris, she'll never divulge a secret again.",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.04530411 -0.01183882 ...  0.03939194 -0.030842
 -0.0138564 ]",E
13610.0,"Sam believes that if Kimberly travels to Paris, she'll never divulge a secret again.",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.01138695 -0.00266252 ...  0.03939194 -0.030842
 -0.0138564 ]",E
13611.0,"Is it true that if Kimberly travels to Paris, she'll never divulge a secret again?",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889  0.01478766 -0.00907107 ...  0.03939194 -0.030842
 -0.0138564 ]",E
13652.0,"If Susan is coming to visit, she'll never entice with an offer again.",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.03935728  0.07818363 ...  0.02876461  0.00814248
 -0.0138564 ]",E
13653.0,"It's not the case that if Susan is coming to visit, she'll never entice with an offer again.",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.04330203  0.07856549 ...  0.02876461  0.00814248
 -0.0138564 ]",E
13654.0,"Sam believes that if Susan is coming to visit, she'll never entice with an offer again.",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.01138695  0.07860003 ...  0.02876461  0.00814248
 -0.0138564 ]",E
13655.0,"Is it true that if Susan is coming to visit, she'll never entice with an offer again?",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889  0.01478766  0.07858688 ...  0.02876461  0.00814248
 -0.0138564 ]",E
13656.0,"If Jackson's flight lands early, he'll never envision a future with the party again.",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889  0.00502505  0.00577493 ...  0.02578433 -0.01853993
 -0.00957288]",E
13657.0,"It's not the case that if Jackson's flight lands early, he'll never envision a future with the party again.",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889  0.00048093  0.0013033  ...  0.02578433 -0.01853993
 -0.00957288]",E
13658.0,"Sam believes that if Jackson's flight lands early, he'll never envision a future with the party again.",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889  0.00199146  0.01177276 ...  0.02578433 -0.01853993
 -0.00957288]",E
13659.0,"Is it true that if Jackson's flight lands early, he'll never envision a future with the party again?",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889  0.01478766  0.00491689 ...  0.02578433 -0.01853993
 -0.00957288]",E
13672.0,"If Charlotte finishes her exam early, he'll never expand a business again.",Charlotte has expanded a business before.,E,type5_again,"[ 0.00859286 -0.00402883 -0.00387856 ...  0.02656842 -0.01523075
 -0.0138564 ]",E
13673.0,"It's not the case that if Charlotte finishes her exam early, he'll never expand a business again.",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889 -0.00756049 -0.01113023 ...  0.02656842 -0.01523075
 -0.0138564 ]",E
13674.0,"Sam believes that if Charlotte finishes her exam early, he'll never expand a business again.",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889 -0.00689557 -0.003788   ...  0.02656842 -0.01523075
 -0.0138564 ]",E
13675.0,"Is it true that if Charlotte finishes her exam early, he'll never expand a business again?",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889  0.01478766 -0.00896453 ...  0.02656842 -0.01523075
 -0.0138564 ]",E
13688.0,"If Emma finishes her work on time, she'll never feature a product at the exhibition again.",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889 -0.03935728  0.01478004 ...  0.00322317 -0.02199576
  0.01166189]",E
13689.0,"It's not the case that if Emma finishes her work on time, she'll never feature a product at the exhibition again.",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889 -0.04471283 -0.00039207 ...  0.00322317 -0.02199576
  0.01166189]",E
13690.0,"Sam believes that if Emma finishes her work on time, she'll never feature a product at the exhibition again.",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00921272 -0.01138695  0.02362578 ...  0.00322317 -0.02199576
  0.01166189]",E
13691.0,"Is it true that if Emma finishes her work on time, she'll never feature a product at the exhibition again?",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889  0.01478766  0.00900606 ...  0.00322317 -0.02199576
  0.01166189]",E
13696.0,"If Lisa travels to New York, she'll never focus on a goal again.",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.03935728  0.03821196 ...  0.0313057  -0.03240223
 -0.00628591]",E
13697.0,"It's not the case that if Lisa travels to New York, she'll never focus on a goal again.",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.04235966  0.02645843 ...  0.0313057  -0.03240223
 -0.00628591]",E
13698.0,"Sam believes that if Lisa travels to New York, she'll never focus on a goal again.",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.01138695  0.03929989 ...  0.0313057  -0.03240223
 -0.00628591]",E
13699.0,"Is it true that if Lisa travels to New York, she'll never focus on a goal again?",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889  0.01478766  0.03028408 ...  0.0313057  -0.03240223
 -0.00628591]",E
13736.0,"If Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.03935728  0.02250367 ...  0.02091146  0.04804636
 -0.0031209 ]",E
13737.0,"It's not the case that if Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.04826368  0.01969077 ...  0.02091146  0.04804636
 -0.0031209 ]",E
13738.0,"Sam believes that if Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.01138695  0.0290373  ...  0.02091146  0.04804636
 -0.0031209 ]",E
13739.0,"Is it true that if Barbara passes her driving test, she'll never admire an achievement by her kids again?",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889  0.01478766  0.01971673 ...  0.02091146  0.04804636
 -0.0031209 ]",E
13744.0,"If Abigail finishes her work early, she'll never identify a problem again.",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889 -0.03935728  0.01478004 ...  0.00452683 -0.03734606
 -0.0138564 ]",E
13745.0,"It's not the case that if Abigail finishes her work early, she'll never identify a problem again.",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889 -0.04376702 -0.00039207 ...  0.00452683 -0.03734606
 -0.0138564 ]",E
13746.0,"Sam believes that if Abigail finishes her work early, she'll never identify a problem again.",Abigail has identified a problem before.,E,type5_again,"[ 0.00921272 -0.01138695  0.02362578 ...  0.00452683 -0.03734606
 -0.0138564 ]",E
13747.0,"Is it true that if Abigail finishes her work early, she'll never identify a problem again?",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889  0.01478766  0.00900606 ...  0.00452683 -0.03734606
 -0.0138564 ]",E
13748.0,"If Ella misses the bus, she'll never illuminate a house's entrance again.",Ella has illuminated a house's entrance before.,E,type5_again,"[ 0.00746889 -0.03935728  0.01978518 ...  0.02108497 -0.00321254
  0.01035072]",E
13749.0,"It's not the case that if Ella misses the bus, she'll never illuminate a house's entrance again.",Ella has illuminated a house's entrance before.,E,type5_again,"[ 0.00746889 -0.04378201  0.02065235 ...  0.02108497 -0.00321254
  0.01035072]",E
13750.0,"Sam believes that if Ella misses the bus, she'll never illuminate a house's entrance again.",Ella has illuminated a house's entrance before.,E,type5_again,"[ 0.00746889 -0.01138695  0.02039175 ...  0.02108497 -0.00321254
  0.01035072]",E
13751.0,"Is it true that if Ella misses the bus, she'll never illuminate a house's entrance again?",Ella has illuminated a house's entrance before.,E,type5_again,"[ 0.00746889  0.01478766  0.02060848 ...  0.02108497 -0.00321254
  0.01035072]",E
13776.0,"If Lisa agrees to go hiking, she'll never insert a PDF into PowerPoint again.",Lisa has inserted a PDF into PowerPoint before.,E,type5_again,"[ 0.00746889 -0.03935728  0.08219223 ... -0.01973158 -0.01555563
 -0.0138564 ]",E
13777.0,"It's not the case that if Lisa agrees to go hiking, she'll never insert a PDF into PowerPoint again.",Lisa has inserted a PDF into PowerPoint before.,E,type5_again,"[ 0.00746889 -0.04611824  0.07020626 ... -0.01973158 -0.01555563
 -0.0138564 ]",E
13778.0,"Sam believes that if Lisa agrees to go hiking, she'll never insert a PDF into PowerPoint again.",Lisa has inserted a PDF into PowerPoint before.,E,type5_again,"[ 0.00746889 -0.01138695  0.08612641 ... -0.01973158 -0.01555563
 -0.0138564 ]",E
13779.0,"Is it true that if Lisa agrees to go hiking, she'll never insert a PDF into PowerPoint again?",Lisa has inserted a PDF into PowerPoint before.,E,type5_again,"[ 0.00746889  0.01478766  0.07539505 ... -0.01973158 -0.01555563
 -0.0138564 ]",E
13780.0,"If Grace finishes her meeting early, she'll never interpret a dream again.",Grace has interpreted a dream before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.01347066 ...  0.02350114  0.00823735
 -0.0066574 ]",E
13781.0,"It's not the case that if Grace finishes her meeting early, she'll never interpret a dream again.",Grace has interpreted a dream before.,E,type5_again,"[ 0.00746889 -0.04336381 -0.01964081 ...  0.02350114  0.00823735
 -0.0066574 ]",E
13782.0,"Sam believes that if Grace finishes her meeting early, she'll never interpret a dream again.",Grace has interpreted a dream before.,E,type5_again,"[ 0.00921272 -0.01138695 -0.01083469 ...  0.02350114  0.00823735
 -0.0066574 ]",E
