,premise,hypothesis,gold_label,type,infersent_embedding,predicted_label
13135.0,"Is it true that if Scarlett drives to the concert, she'll never hit a target with Sani's help again?",Scarlett has hit a target with Sani's help before.,E,type5_again,"[ 0.00746889 -0.05717079  0.08486069 ...  0.02570513 -0.03894638
 -0.0138564 ]",N
13148.0,"If Benjamin arrives early, he'll never teach a dance class again.",Benjamin has taught a dance class before.,E,type5_again,"[ 0.00746889  0.03245051 -0.06032107 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13149.0,"It's not the case that if Benjamin arrives early, he'll never teach a dance class again.",Benjamin has taught a dance class before.,E,type5_again,"[ 0.00746889  0.01514979 -0.04756534 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13150.0,"Sam believes that if Benjamin arrives early, he'll never teach a dance class again.",Benjamin has taught a dance class before.,E,type5_again,"[ 0.00746889  0.03117548 -0.0321844  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13151.0,"Is it true that if Benjamin arrives early, he'll never teach a dance class again?",Benjamin has taught a dance class before.,E,type5_again,"[ 0.00746889  0.0172372  -0.0463848  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13196.0,"If Amelia attends the conference, she'll never move in with a partner again.",Amelia has moved in with a partner before.,E,type5_again,"[ 0.00746889 -0.03935728  0.00405994 ...  0.00522321 -0.04203578
 -0.0138564 ]",N
13197.0,"It's not the case that if Amelia attends the conference, she'll never move in with a partner again.",Amelia has moved in with a partner before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.00139017 ...  0.00522321 -0.04203578
 -0.0138564 ]",N
13198.0,"Sam believes that if Amelia attends the conference, she'll never move in with a partner again.",Amelia has moved in with a partner before.,E,type5_again,"[ 0.00746889 -0.08167914  0.01380559 ...  0.00522321 -0.04203578
 -0.0138564 ]",N
13199.0,"Is it true that if Amelia attends the conference, she'll never move in with a partner again?",Amelia has moved in with a partner before.,E,type5_again,"[ 0.00746889 -0.05717079  0.00786682 ...  0.00522321 -0.04203578
 -0.0138564 ]",N
13208.0,"If William arrives early, he'll never oppose a decision by the president again.",William has opposed a decision by the president before.,E,type5_again,"[ 0.00746889  0.06800301  0.02033095 ...  0.0269982   0.01564741
 -0.0138564 ]",N
13209.0,"It's not the case that if William arrives early, he'll never oppose a decision by the president again.",William has opposed a decision by the president before.,E,type5_again,"[ 0.00746889  0.04736832 -0.00468171 ...  0.0269982   0.01564741
 -0.0138564 ]",N
13210.0,"Sam believes that if William arrives early, he'll never oppose a decision by the president again.",William has opposed a decision by the president before.,E,type5_again,"[ 0.00746889  0.06798378  0.06739562 ...  0.0269982   0.01564741
 -0.0138564 ]",N
13211.0,"Is it true that if William arrives early, he'll never oppose a decision by the president again?",William has opposed a decision by the president before.,E,type5_again,"[ 0.00746889  0.05246472  0.03951343 ...  0.0269982   0.01564741
 -0.0138564 ]",N
13212.0,"If Richard arrives early, he'll never pay a loan again.",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.08348452 -0.03374271 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13213.0,"It's not the case that if Richard arrives early, he'll never pay a loan again.",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.06181415 -0.04756534 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13214.0,"Sam believes that if Richard arrives early, he'll never pay a loan again.",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.08313598  0.02177761 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
13215.0,"Is it true that if Richard arrives early, he'll never pay a loan again?",Richard has paid a loan before.,E,type5_again,"[ 0.00746889  0.0679973  -0.00905894 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13220.0,"If Lucas arrives on time, he'll never place an order for her daughter again.",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.00501726 ...  0.00987379  0.01704238
 -0.0138564 ]",E
13221.0,"It's not the case that if Lucas arrives on time, he'll never place an order for her daughter again.",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.01017374 ...  0.00987379  0.01704238
 -0.0138564 ]",E
13222.0,"Sam believes that if Lucas arrives on time, he'll never place an order for her daughter again.",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889 -0.0748933   0.01015437 ...  0.00987379  0.01704238
 -0.0138564 ]",E
13223.0,"Is it true that if Lucas arrives on time, he'll never place an order for her daughter again?",Lucas has placed an order for his daughter before.,E,type5_again,"[ 0.00746889 -0.05717079  0.0033948  ...  0.00987379  0.01704238
 -0.0138564 ]",N
13224.0,"If Patricia finishes her work on time, she'll never play with a child at the daycare again.",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00746889 -0.03935728  0.03497672 ...  0.02975227 -0.02782666
 -0.0138564 ]",N
13225.0,"It's not the case that if Patricia finishes her work on time, she'll never play with a child at the daycare again.",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00746889 -0.06940396  0.01427967 ...  0.02975227 -0.02782666
 -0.0138564 ]",N
13226.0,"Sam believes that if Patricia finishes her work on time, she'll never play with a child at the daycare again.",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00746889 -0.07109247  0.07337196 ...  0.02975227 -0.02782666
 -0.0138564 ]",N
13227.0,"Is it true that if Patricia finishes her work on time, she'll never play with a child at the daycare again?",Patricia has played with a child at the daycare before.,E,type5_again,"[ 0.00746889 -0.05717079  0.05309267 ...  0.02975227 -0.02782666
 -0.0138564 ]",N
13240.0,"If John arrives on time, he'll never propose a plan to the senator again.",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.11015453 -0.02005206 ...  0.00954532  0.01977382
  0.02167188]",N
13241.0,"It's not the case that if John arrives on time, he'll never propose a plan to the senator again.",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.08679111 -0.02318526 ...  0.00954532  0.01977382
  0.02167188]",E
13242.0,"Sam believes that if John arrives on time, he'll never propose a plan to the senator again.",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.10925615 -0.00829233 ...  0.00954532  0.01977382
  0.02167188]",N
13243.0,"Is it true that if John arrives on time, he'll never propose a plan to the senator again?",John has proposed a plan to the senator before.,E,type5_again,"[ 0.00746889  0.09472322 -0.01752718 ...  0.00954532  0.01977382
  0.02167188]",N
13248.0,"If Mary finishes her work early, she'll never provide support to her family again.",Mary has provided support to her family before.,E,type5_again,"[ 0.00746889 -0.03935728  0.02283646 ...  0.01514414 -0.03290605
 -0.0138564 ]",E
13249.0,"It's not the case that if Mary finishes her work early, she'll never provide support to her family again.",Mary has provided support to her family before.,E,type5_again,"[ 0.00746889 -0.07111348  0.00385119 ...  0.01514414 -0.03290605
 -0.0138564 ]",E
13250.0,"Sam believes that if Mary finishes her work early, she'll never provide support to her family again.",Mary has provided support to her family before.,E,type5_again,"[ 0.00746889 -0.08167914  0.06044173 ...  0.01514414 -0.03290605
 -0.0138564 ]",N
13251.0,"Is it true that if Mary finishes her work early, she'll never provide support to her family again?",Mary has provided support to her family before.,E,type5_again,"[ 0.00746889 -0.05717079  0.04108498 ...  0.01514414 -0.03290605
 -0.0138564 ]",N
13284.0,"If Thomas travels to Paris, he'll never recommend a place to her brother again.",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12353393 -0.04550067 ...  0.02943194 -0.02879896
 -0.0138564 ]",N
13285.0,"It's not the case that if Thomas travels to Paris, he'll never recommend a place to her brother again.",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12048066 -0.04756534 ...  0.02943194 -0.02879896
 -0.0138564 ]",N
13286.0,"Sam believes that if Thomas travels to Paris, he'll never recommend a place to her brother again.",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12673095 -0.0321844  ...  0.02943194 -0.02879896
 -0.0138564 ]",N
13287.0,"Is it true that if Thomas travels to Paris, he'll never recommend a place to her brother again?",Thomas has recommended a place to her brother before.,E,type5_again,"[ 0.00746889  0.12304846 -0.03892811 ...  0.02943194 -0.02879896
 -0.0138564 ]",N
13308.0,"If Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.1051484   0.00457167 ...  0.0238109  -0.04078757
 -0.0138564 ]",N
13309.0,"It's not the case that if Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.09839217 -0.00317815 ...  0.0238109  -0.04078757
 -0.0138564 ]",E
13310.0,"Sam believes that if Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.11061701  0.02345383 ...  0.0238109  -0.04078757
 -0.0138564 ]",N
13311.0,"Is it true that if Betty arrives early, she'll never reserve a seat for her husband again?",Betty has reserved a seat for her husband before.,E,type5_again,"[ 0.00746889  0.10339455  0.01552125 ...  0.0238109  -0.04078757
 -0.0138564 ]",E
13340.0,"If Caleb passes his driving test, he'll never see a movie by Ford Coppola again.",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.02222798 ...  0.0174356   0.03331647
  0.00746639]",N
13341.0,"It's not the case that if Caleb passes his driving test, he'll never see a movie by Ford Coppola again.",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.02663112 ...  0.0174356   0.03331647
  0.00746639]",N
13342.0,"Sam believes that if Caleb passes his driving test, he'll never see a movie by Ford Coppola again.",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.01088849 ...  0.0174356   0.03331647
  0.00746639]",N
13343.0,"Is it true that if Caleb passes his driving test, he'll never see a movie by Ford Coppola again?",Caleb has seen a movie by Ford Coppola before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.01574712 ...  0.0174356   0.03331647
  0.00746639]",N
13352.0,"If Emily finishes work early, he'll never send a message to her dad again.",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889 -0.03935728  0.01939709 ...  0.02703883 -0.03211519
 -0.0138564 ]",N
13353.0,"It's not the case that if Emily finishes work early, he'll never send a message to her dad again.",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889 -0.07111349  0.00011467 ...  0.02703883 -0.03211519
 -0.0138564 ]",N
13354.0,"Sam believes that if Emily finishes work early, he'll never send a message to her dad again.",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889 -0.08167914  0.0583051  ...  0.02703883 -0.03211519
 -0.0138564 ]",N
13355.0,"Is it true that if Emily finishes work early, he'll never send a message to her dad again?",Emily has sent a message to her dad before.,E,type5_again,"[ 0.00746889 -0.05717079  0.03838036 ...  0.02703883 -0.03211519
 -0.0138564 ]",N
13380.0,"If Emily's car breaks down, she'll never spoil a surprise birthday again.",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.03052098 ...  0.02872921 -0.04203578
 -0.01332482]",N
13381.0,"It's not the case that if Emily's car breaks down, she'll never spoil a surprise birthday again.",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.03834297 ...  0.02872921 -0.04203578
 -0.01332482]",N
13382.0,"Sam believes that if Emily's car breaks down, she'll never spoil a surprise birthday again.",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.08167914  0.00856285 ...  0.02872921 -0.04203578
 -0.01332482]",N
13383.0,"Is it true that if Emily's car breaks down, she'll never spoil a surprise birthday again?",Emily has spoiled a surprise birthday before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.01708438 ...  0.02872921 -0.04203578
 -0.01332482]",N
13384.0,"If Lily finishes work early, she'll never start a new hobby at home again.",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.03060085 ...  0.03325162 -0.02661257
 -0.0138564 ]",N
13385.0,"It's not the case that if Lily finishes work early, she'll never start a new hobby at home again.",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.04756534 ...  0.03325162 -0.02661257
 -0.0138564 ]",N
13386.0,"Sam believes that if Lily finishes work early, she'll never start a new hobby at home again.",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.08167914  0.0227526  ...  0.03325162 -0.02661257
 -0.0138564 ]",N
13387.0,"Is it true that if Lily finishes work early, she'll never start a new hobby at home again?",Lily has started a new hobby at home before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.00713464 ...  0.03325162 -0.02661257
 -0.0138564 ]",N
13404.0,"If Isaac's flight lands on time, he'll never submit an application again.",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.03167563 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13405.0,"It's not the case that if Isaac's flight lands on time, he'll never submit an application again.",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.03551567 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13406.0,"Sam believes that if Isaac's flight lands on time, he'll never submit an application again.",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.01877562 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13407.0,"Is it true that if Isaac's flight lands on time, he'll never submit an application again?",Isaac has submitted an application before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.02266457 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13428.0,"If Nancy finishes her exam early, she'll never travel with a sports car again.",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889 -0.03935728  0.0012675  ...  0.02591196 -0.0383357
 -0.0138564 ]",E
13429.0,"It's not the case that if Nancy finishes her exam early, she'll never travel with a sports car again.",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.00905221 ...  0.02591196 -0.0383357
 -0.0138564 ]",N
13430.0,"Sam believes that if Nancy finishes her exam early, she'll never travel with a sports car again.",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889 -0.08167914  0.02302977 ...  0.02591196 -0.0383357
 -0.0138564 ]",E
13431.0,"Is it true that if Nancy finishes her exam early, she'll never travel with a sports car again?",Nancy has traveled with a sports car before.,E,type5_again,"[ 0.00746889 -0.05717079  0.01211939 ...  0.02591196 -0.0383357
 -0.0138564 ]",N
13452.0,"If Mary finishes her presentation early, she'll never walk a dog again.",Mary has walked a dog before.,E,type5_again,"[ 0.00746889 -0.03935728  0.07209975 ...  0.03037606 -0.03838194
 -0.0138564 ]",N
13453.0,"It's not the case that if Mary finishes her presentation early, she'll never walk a dog again.",Mary has walked a dog before.,E,type5_again,"[ 0.00746889 -0.07111348  0.05965473 ...  0.03037606 -0.03838194
 -0.0138564 ]",E
13454.0,"Sam believes that if Mary finishes her presentation early, she'll never walk a dog again.",Mary has walked a dog before.,E,type5_again,"[ 0.00746889 -0.08167914  0.09223051 ...  0.03037606 -0.03838194
 -0.0138564 ]",E
13455.0,"Is it true that if Mary finishes her presentation early, she'll never walk a dog again?",Mary has walked a dog before.,E,type5_again,"[ 0.00746889 -0.05717079  0.08048614 ...  0.03037606 -0.03838194
 -0.0138564 ]",E
13484.0,"If Charlotte attends the concert, she'll never arrange a meeting with the boss again.",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 7.4688909e-03 -3.9357278e-02 -8.4819561e-03 ...  3.0379061e-02
  9.5851654e-03 -4.1406725e-05]",N
13485.0,"It's not the case that if Charlotte attends the concert, she'll never arrange a meeting with the boss again.",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 7.4688918e-03 -5.3041067e-02 -1.3172307e-02 ...  3.0379061e-02
  9.5851654e-03 -4.1406725e-05]",C
13486.0,"Sam believes that if Charlotte attends the concert, she'll never arrange a meeting with the boss again.",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 7.4688909e-03 -4.7873460e-02  1.4211736e-03 ...  3.0379061e-02
  9.5851654e-03 -4.1406725e-05]",N
13487.0,"Is it true that if Charlotte attends the concert, she'll never arrange a meeting with the boss again?",Charlotte has arranged a meeting with the boss before.,E,type5_again,"[ 7.4688918e-03 -5.2245550e-02 -4.4294824e-03 ...  3.0379061e-02
  9.5851654e-03 -4.1406725e-05]",N
13528.0,"If Grace studies abroad, she'll never compensate for a loss again.",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.03935728  0.025223   ...  0.01330379 -0.03758276
 -0.0138564 ]",N
13529.0,"It's not the case that if Grace studies abroad, she'll never compensate for a loss again.",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.00043343 ...  0.01330379 -0.03758276
 -0.0138564 ]",N
13530.0,"Sam believes that if Grace studies abroad, she'll never compensate for a loss again.",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.08167914  0.07177394 ...  0.01330379 -0.03758276
 -0.0138564 ]",N
13531.0,"Is it true that if Grace studies abroad, she'll never compensate for a loss again?",Grace has compensated for a loss before.,E,type5_again,"[ 0.00746889 -0.05717079  0.04399126 ...  0.01330379 -0.03758276
 -0.0138564 ]",N
13544.0,"If Caleb's flight arrives early, he'll never conserve an endangered land again.",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.03063627 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13545.0,"It's not the case that if Caleb's flight arrives early, he'll never conserve an endangered land again.",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.03603767 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13546.0,"Sam believes that if Caleb's flight arrives early, he'll never conserve an endangered land again.",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.01167863 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13547.0,"Is it true that if Caleb's flight arrives early, he'll never conserve an endangered land again?",Caleb has conserved an endangered land before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.01761277 ...  0.0207059   0.00290741
 -0.0138564 ]",N
13556.0,"If Scarlett passes her driving test, she'll never contradict a statement again.",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.06275665 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
13557.0,"It's not the case that if Scarlett passes her driving test, she'll never contradict a statement again.",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.04756534 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13558.0,"Sam believes that if Scarlett passes her driving test, she'll never contradict a statement again.",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.0321844  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13559.0,"Is it true that if Scarlett passes her driving test, she'll never contradict a statement again?",Scarlett has contradicted a statement before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.0463848  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13564.0,"If Elijah agrees to the job offer, he'll never debate a topic with the politician again.",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.0159495  ...  0.01870973 -0.03829695
 -0.0138564 ]",N
13565.0,"It's not the case that if Elijah agrees to the job offer, he'll never debate a topic with the politician again.",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889 -0.06218207 -0.01792246 ...  0.01870973 -0.03829695
 -0.0138564 ]",N
13566.0,"Sam believes that if Elijah agrees to the job offer, he'll never debate a topic with the politician again.",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889 -0.06235065  0.00570498 ...  0.01870973 -0.03829695
 -0.0138564 ]",N
13567.0,"Is it true that if Elijah agrees to the job offer, he'll never debate a topic with the politician again?",Elijah has debated a topic with the politician before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.00439355 ...  0.01870973 -0.03829695
 -0.0138564 ]",N
13604.0,"If David graduates from college, he'll never discover a new path again.",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.07829706  0.05547345 ...  0.01271229 -0.04203578
 -0.00133359]",N
13605.0,"It's not the case that if David graduates from college, he'll never discover a new path again.",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.05702123  0.04848108 ...  0.01271229 -0.04203578
 -0.00133359]",N
13606.0,"Sam believes that if David graduates from college, he'll never discover a new path again.",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.07783274  0.06923708 ...  0.01271229 -0.04203578
 -0.00133359]",N
13607.0,"Is it true that if David graduates from college, he'll never discover a new path again?",David has discovered a new path before.,E,type5_again,"[ 0.00746889  0.06280934  0.06151496 ...  0.01271229 -0.04203578
 -0.00133359]",N
13608.0,"If Kimberly travels to Paris, she'll never divulge a secret again.",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.05986303 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13609.0,"It's not the case that if Kimberly travels to Paris, she'll never divulge a secret again.",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.04756534 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13610.0,"Sam believes that if Kimberly travels to Paris, she'll never divulge a secret again.",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.0321844  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13611.0,"Is it true that if Kimberly travels to Paris, she'll never divulge a secret again?",Kimberly has divulged a secret before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.0463848  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13652.0,"If Susan is coming to visit, she'll never entice with an offer again.",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.03935728  0.00579649 ...  0.01914043  0.00290741
 -0.0138564 ]",N
13653.0,"It's not the case that if Susan is coming to visit, she'll never entice with an offer again.",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.07111349  0.00080268 ...  0.01914043  0.00290741
 -0.0138564 ]",N
13654.0,"Sam believes that if Susan is coming to visit, she'll never entice with an offer again.",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.08167914  0.03715611 ...  0.01914043  0.00290741
 -0.0138564 ]",N
13655.0,"Is it true that if Susan is coming to visit, she'll never entice with an offer again?",Susan has enticed with an offer before.,E,type5_again,"[ 0.00746889 -0.05717079  0.00818737 ...  0.01914043  0.00290741
 -0.0138564 ]",N
13656.0,"If Jackson's flight lands early, he'll never envision a future with the party again.",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.01679955 ...  0.02597131 -0.03829695
 -0.0138564 ]",N
13657.0,"It's not the case that if Jackson's flight lands early, he'll never envision a future with the party again.",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.02211507 ...  0.02597131 -0.03829695
 -0.0138564 ]",N
13658.0,"Sam believes that if Jackson's flight lands early, he'll never envision a future with the party again.",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.0016684  ...  0.02597131 -0.03829695
 -0.0138564 ]",N
13659.0,"Is it true that if Jackson's flight lands early, he'll never envision a future with the party again?",Jackson has envisioned a future with the party before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.00690004 ...  0.02597131 -0.03829695
 -0.0138564 ]",N
13672.0,"If Charlotte finishes her exam early, he'll never expand a business again.",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.06275665 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13673.0,"It's not the case that if Charlotte finishes her exam early, he'll never expand a business again.",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.04756534 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13674.0,"Sam believes that if Charlotte finishes her exam early, he'll never expand a business again.",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.0321844  ...  0.02872921 -0.04203578
 -0.0138564 ]",E
13675.0,"Is it true that if Charlotte finishes her exam early, he'll never expand a business again?",Charlotte has expanded a business before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.0463848  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13688.0,"If Emma finishes her work on time, she'll never feature a product at the exhibition again.",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.02860195 ...  0.0298597  -0.02782666
 -0.0138564 ]",E
13689.0,"It's not the case that if Emma finishes her work on time, she'll never feature a product at the exhibition again.",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.03165886 ...  0.0298597  -0.02782666
 -0.0138564 ]",N
13690.0,"Sam believes that if Emma finishes her work on time, she'll never feature a product at the exhibition again.",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889 -0.08167914  0.0227526  ...  0.0298597  -0.02782666
 -0.0138564 ]",N
13691.0,"Is it true that if Emma finishes her work on time, she'll never feature a product at the exhibition again?",Emma has featured a product at the exhibition before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.00713464 ...  0.0298597  -0.02782666
 -0.0138564 ]",N
13696.0,"If Lisa travels to New York, she'll never focus on a goal again.",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.03847439 ...  0.02470512 -0.0254272
 -0.0138564 ]",E
13697.0,"It's not the case that if Lisa travels to New York, she'll never focus on a goal again.",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.07111349 -0.04756534 ...  0.02470512 -0.0254272
 -0.0138564 ]",N
13698.0,"Sam believes that if Lisa travels to New York, she'll never focus on a goal again.",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.08167914 -0.00903306 ...  0.02470512 -0.0254272
 -0.0138564 ]",N
13699.0,"Is it true that if Lisa travels to New York, she'll never focus on a goal again?",Lisa has focused on a goal before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.02145505 ...  0.02470512 -0.0254272
 -0.0138564 ]",N
13736.0,"If Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.03935728  0.15562227 ...  0.05124317  0.03062891
  0.00397956]",N
13737.0,"It's not the case that if Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.07111349  0.14087893 ...  0.05124317  0.03062891
  0.00397956]",N
13738.0,"Sam believes that if Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.08167914  0.17476736 ...  0.05124317  0.03062891
  0.00397956]",E
13739.0,"Is it true that if Barbara passes her driving test, she'll never admire an achievement by her kids again?",Barbara has admired an achievement by her kids before.,E,type5_again,"[ 0.00746889 -0.05717079  0.16104881 ...  0.05124317  0.03062891
  0.00397956]",N
13744.0,"If Abigail finishes her work early, she'll never identify a problem again.",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889 -0.03935728 -0.03060085 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13745.0,"It's not the case that if Abigail finishes her work early, she'll never identify a problem again.",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889 -0.07111348 -0.04756534 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13746.0,"Sam believes that if Abigail finishes her work early, she'll never identify a problem again.",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889 -0.08167914  0.0227526  ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13747.0,"Is it true that if Abigail finishes her work early, she'll never identify a problem again?",Abigail has identified a problem before.,E,type5_again,"[ 0.00746889 -0.05717079 -0.00713464 ...  0.02872921 -0.04203578
 -0.0138564 ]",N
13748.0,"If Ella misses the bus, she'll never illuminate a house's entrance again.",Ella has illuminated a house's entrance before.,E,type5_again,"[ 0.00746889 -0.03935728  0.00240815 ...  0.03137235 -0.03385587
 -0.00427956]",N
