,premise,hypothesis,gold_label,type,glove_embedding,predicted_label
3133.0,"If James has cars, he will drive his red car to the car show.",James has a red car.,N,type3_possessive,"[ 3.07429910e-01  1.64521605e-01  2.75575012e-01 -9.56185907e-02
  3.01506698e-01  1.52112693e-01 -8.19938004e-01 -7.72817731e-02
 -8.90757293e-02 -1.63142294e-01  7.86500052e-02 -2.42549982e-02
 -8.16826999e-01 -5.52199967e-02  3.97325218e-01  1.18491985e-01
 -1.33594200e-01  2.58163989e-01 -4.94142383e-01 -6.68038547e-01
  4.27297056e-02  1.22924998e-01 -2.23656699e-01 -5.17419875e-02
 -2.50483956e-02 -1.94274998e+00 -2.06167191e-01  2.47066110e-01
  2.86867470e-01 -2.63879001e-01  3.29733992e+00  2.50216097e-01
 -5.19697011e-01 -7.25704059e-02  3.52582872e-01  7.03528896e-02
  1.90453008e-01  1.76395893e-01  6.67403033e-03 -1.74156889e-01
 -1.55516505e-01  1.86384395e-01 -2.55420804e-01 -2.16704652e-01
  3.50100920e-02 -3.73869017e-02 -1.61998302e-01 -3.15056682e-01
  1.19450390e-01 -2.83859104e-01  2.12163329e-01  4.61265653e-01
 -3.24413329e-01  1.81116655e-01  5.65262318e-01  3.76114637e-01
 -7.88923264e-01 -4.58110005e-01 -3.36223356e-02 -1.56643331e-01
  1.04913332e-01 -9.74533334e-02 -2.98613310e-01  1.99749991e-01
  2.73880661e-01 -9.21233371e-02 -4.21986692e-02  1.38479993e-01
 -6.35430038e-01 -4.12532002e-01 -5.31316996e-01 -9.66666564e-02
  2.52533462e-02 -3.09063315e-01 -5.02590001e-01 -1.85173321e+00
 -1.76205337e-01  8.16390038e-01  7.44866654e-02 -2.38619998e-01
  3.48933339e+00 -2.06753328e-01 -3.10103327e-01  6.83499947e-02
  1.10299885e-03  1.35193333e-01  3.10313310e-02  7.77133405e-02
  1.34090662e-01 -3.08533341e-01 -4.79900092e-02  4.14873362e-01
 -3.60036641e-01 -2.38597676e-01  2.52981663e-01 -9.89859924e-02
 -3.41616660e-01 -1.83034003e-01 -5.33933342e-02 -2.43286654e-01]",E
3144.0,"Is it true that if Paul has clothings, he will wear his hat?",Paul has a hat.,N,type3_possessive,"[ 2.72046983e-01  1.55507326e-01 -1.45674437e-01 -1.72364891e-01
  5.93394101e-01  2.33071983e-01 -4.36267585e-01 -3.35064121e-02
 -2.05063552e-01 -2.90333424e-02  2.16674894e-01  3.59815061e-01
 -5.61451077e-01 -1.74756676e-01  6.45436585e-01  5.22506714e-01
  2.82059778e-02 -4.77645546e-02 -2.03041658e-01 -5.64682901e-01
 -2.75533915e-01  2.83318162e-01  2.19955996e-01 -1.41003102e-01
  1.61675781e-01 -2.11075544e+00 -5.20570278e-01  2.21748114e-01
  2.45574102e-01 -3.85426342e-01  3.35571074e+00  2.98905641e-01
 -4.74844456e-01 -3.75973225e-01 -3.93371610e-03 -1.33200690e-01
  1.72378108e-01  3.02051127e-01 -4.22405154e-02 -3.94552350e-01
 -1.35835662e-01  1.98415577e-01 -2.02937439e-01  2.47924492e-01
 -6.95788935e-02 -6.43862113e-02 -2.58874685e-01 -6.69742897e-02
 -1.62464783e-01  1.04549341e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
3153.0,"Sam believes that if Richard has friends, he will invite his happy friend to the celebration.",Richard has a friend.,N,type3_possessive,"[ 3.84102434e-01  2.08456337e-01 -6.44249171e-02 -1.14820994e-01
  5.96350551e-01  6.24806769e-02 -5.41710556e-01  2.44087294e-01
 -3.05394769e-01  4.93998348e-04  9.15353373e-02  3.79187495e-01
 -5.39372504e-01 -1.40804663e-01  7.02829301e-01  3.78246516e-01
  1.88918173e-01 -4.16802466e-02 -8.58455002e-02 -3.70644718e-01
 -1.01428837e-01  3.79124433e-01  1.36000082e-01 -8.13649967e-02
  3.36326331e-01 -2.02793336e+00 -2.03065991e-01 -4.31240834e-02
 -2.49007600e-03 -3.13030571e-01  3.07245827e+00  2.93575138e-01
 -5.49853325e-01 -3.24941158e-01 -4.34126109e-02 -2.05115393e-01
  9.91624072e-02  2.59729058e-01  8.64335615e-03 -3.89554530e-01
 -1.71178088e-01  2.12025583e-01 -2.50122517e-01  4.74009328e-02
  6.94075823e-02 -2.96605732e-02 -3.55323583e-01 -6.59309281e-03
 -1.44207656e-01  1.46922871e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
3157.0,"Sam believes that if Alicia has skirts, she will wear her favorite maxi skirt to the event.",Alicia has a favorite maxi skirt.,N,type3_possessive,"[ 0.14851247  0.21185    -0.24928968 -0.07681654  0.35962597  0.25647664
 -0.47882608 -0.01515175 -0.04166363 -0.06368892  0.18826462  0.2024443
 -0.3460458   0.06582347  0.5642385   0.33304837 -0.14069715 -0.17397839
 -0.09186807 -0.5931788  -0.19197662  0.28712252  0.09660498  0.01720538
  0.01656509 -1.774103   -0.41844815  0.23286584  0.12325178 -0.5075967
  2.765453    0.34176317 -0.49697003  0.01129469  0.03291898 -0.11764885
  0.09807216  0.27315918 -0.15964144 -0.5265165  -0.01139307  0.23008084
  0.03504114  0.0566535   0.0725427  -0.20534253 -0.06171916 -0.36382288
 -0.1165984   0.02309194  0.0267325   0.31598926 -0.2795      0.3415325
  0.37220675  0.2739225  -0.84446996 -0.23659751 -0.01866925  0.49667
  0.0529325  -0.0630275  -0.21558249  0.4881425   0.51328003 -0.374895
 -0.19975676 -0.023965   -0.5533775  -0.306984   -0.36970276  0.02866475
 -0.15710574  0.2865375  -0.1702475  -1.31761    -0.22668651  0.19438875
  0.01663825 -0.11226     2.3912227  -0.1535025  -0.3502825   0.561565
  0.19921225 -0.0849925   0.065915    0.4102425  -0.32071075 -0.5517525
  0.30844998  0.39642003 -0.32406747  0.04055425  0.08006124  0.03257725
 -0.141015   -0.3716705   0.0741925  -0.1062725 ]",E
3164.0,"It's not the case that if Jason has baking equipment, he'll use his dough cutter to shape the pastry.",Jason has a dough cutter.,N,type3_possessive,"[ 3.38920921e-01 -2.43282914e-02 -5.05540445e-02 -6.30908534e-02
  4.87845480e-01  3.71535122e-01 -1.90371946e-01 -5.07053509e-02
  1.35798249e-02 -2.85769939e-01 -7.65757263e-03  1.85428873e-01
 -3.06000918e-01  1.44263640e-01  1.91411525e-01  3.22488636e-01
  1.02102078e-01 -9.08712223e-02 -1.66449636e-01 -6.39475346e-01
  9.14512277e-02 -9.09347534e-02  4.41604912e-01 -1.46664828e-01
  2.30256151e-02 -1.62818348e+00 -4.39316899e-01  2.90920347e-01
  4.08253402e-01 -2.60970026e-01  3.08617783e+00 -1.50086284e-01
 -5.72133720e-01 -1.06569968e-01 -5.38583398e-02 -5.25023497e-04
 -2.25391658e-03  4.74825650e-01  1.92703515e-01 -2.13463709e-01
  1.10698946e-01  9.12013724e-02 -1.36175931e-01  2.65100449e-01
 -4.54554297e-02  7.19613656e-02  4.50723544e-02 -1.35109359e-02
 -1.34184003e-01 -3.06692738e-02  1.57323331e-01 -1.55691013e-01
 -9.12610069e-02 -4.16699946e-02  6.19775653e-01  6.16406679e-01
 -2.24526644e-01 -1.60876676e-01  1.98427677e-01 -2.05683336e-01
 -1.33106664e-01 -2.26779997e-01 -3.46520990e-01  4.26686674e-01
  9.78100002e-02  1.58133328e-01  1.42787993e-01  1.97099950e-02
 -4.69266772e-02 -5.32695353e-01  4.26696539e-02 -1.08746670e-01
  5.75613320e-01 -8.58533308e-02 -9.79251340e-02 -1.26601326e+00
 -2.44508669e-01  7.05990016e-01  3.38706642e-01  3.21000032e-02
  3.12170005e+00 -4.28556681e-01 -3.66763353e-01  6.67363346e-01
 -2.19480336e-01  6.79666316e-03 -1.73846662e-01  7.69896686e-01
  4.96515661e-01 -2.92686671e-01  2.58726686e-01  3.05584997e-01
 -5.74896634e-01  1.25295669e-01 -2.06371665e-01  5.40363379e-02
  1.57606661e-01  6.46266341e-03 -2.50013322e-01  4.18466628e-02]",E
3171.0,"Sam believes that if Ann has makeup tools, she will use her brush kit.",Ann has a brush kit.,N,type3_possessive,"[ 0.26516294  0.0958882  -0.0936146  -0.1188617   0.38230568  0.5136029
 -0.33569568 -0.20640829 -0.0774522  -0.0614173   0.12038501  0.105661
 -0.19691798 -0.1963514   0.566622    0.5123899   0.05856599  0.0472331
  0.02195709 -0.6667615  -0.0937335   0.52514327  0.18115069 -0.1620961
  0.2520822  -1.8032188  -0.3554156   0.270414    0.22427201 -0.40760264
  3.00912     0.17768462 -0.542758   -0.4336303  -0.07426284  0.01482301
  0.0374468   0.3248859   0.233133   -0.54165006 -0.03198241  0.25433773
  0.02376747  0.09636627  0.09943049 -0.16869518 -0.0519334  -0.12141001
 -0.0148404   0.14054403  0.25479582  0.06773565 -0.18462668 -0.04357667
  0.15430565  0.59035665 -0.47684667 -0.38202333 -0.01594233 -0.11950668
 -0.25520334 -0.21958    -0.12210999 -0.02021001  0.14134334  0.027376
  0.14470135  0.21824001 -0.43252668 -0.51576203 -0.223737    0.21666001
  0.01757666 -0.37299332  0.00931001 -1.6401167  -0.10330867  0.68385667
  0.19691665 -0.02804667  3.0774002  -0.51972336 -0.35116997 -0.016533
 -0.14970367  0.24924    -0.21731667  0.45573333  0.52824897 -0.46113
  0.11243331  0.4299667  -0.22451     0.11581567  0.14198832  0.024853
  0.05569333 -0.11916067  0.05597333 -0.30263665]",E
3182.0,"Sam believes that if Curtis has electronic devices, he'll wear his smartwatch.",Curtis has a smartwatch.,N,type3_possessive,"[ 6.66961372e-02  1.21742785e-02  1.64919924e-02 -6.64992854e-02
  4.03238118e-01  2.15358153e-01 -4.28589761e-01 -1.98100701e-01
  2.74489950e-02  9.67771411e-02  3.38969171e-01  3.22810858e-01
 -5.21244287e-01 -3.65842916e-02  4.90292877e-01  4.68504578e-01
 -1.57776579e-01 -1.48656994e-01  2.91278530e-02 -6.30894721e-01
 -1.38645723e-01  2.89667636e-01 -1.11975754e-02 -1.76703140e-01
  4.98302802e-02 -1.93136823e+00 -4.74455148e-01  1.13425866e-01
  1.74228430e-01 -3.63615245e-01  3.04744291e+00  1.60695866e-01
 -3.07880014e-01 -4.03937876e-01 -5.72615787e-02 -7.37855257e-03
  2.00997576e-01  1.84027165e-01 -7.39891678e-02 -2.82483011e-01
  3.82364318e-02  3.30075294e-01 -1.26021713e-01  3.17588329e-01
  1.36547133e-01 -1.63458839e-01 -1.74993992e-01  6.19257092e-02
 -2.24331275e-01  1.06297173e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
3185.0,"Is it true that if Steve has travel gear, he will attach his luggage tags to his suitcase?",Steve has luggage tags.,N,type3_possessive,"[ 0.41850257  0.21347065  0.14366165 -0.15325764  0.4746576   0.19581328
 -0.44064978 -0.03963577  0.071572   -0.10909736  0.12917814  0.42513213
 -0.36500782 -0.01458822  0.5301707   0.43283218 -0.13971445 -0.1348065
 -0.10858978 -0.547216    0.02776771  0.10442514  0.14406964 -0.10018914
  0.23689185 -1.9069244  -0.35496923  0.18473472  0.31115955 -0.41196623
  2.9353793   0.36500648 -0.44021395 -0.29781803  0.06623547  0.05332734
  0.18731044  0.276769   -0.07999946 -0.1958349   0.06687935  0.2173167
 -0.04791608  0.30722544 -0.15389572 -0.096301   -0.08917979  0.08632244
  0.01401929 -0.10275377  0.78161     0.0571565   0.50522    -0.06388
  0.3205835   0.124755   -0.64576995 -0.413085    0.8764215  -0.39146
  0.38577002  0.2194     -0.700135    0.214625    0.874195    0.366575
 -0.644428    0.21134    -0.20456    -0.885053    0.08263001  0.1256119
 -0.05332    -0.05171999 -0.29248    -1.704      -0.196058    0.815535
  0.236575   -0.24966499  2.085305    0.53800005  0.11931045 -0.06079
  0.3027195   0.418275    0.41415     0.66868    -0.02604     0.30047
  0.28113002  0.62992     0.45174503  0.53794247 -0.30132    -0.30065048
 -0.399449    0.11504     0.219665   -0.523295  ]",E
3186.0,"If Nina has grandparents, she will make her happy grandfather proud.",Nina has a grandfather.,N,type3_possessive,"[ 2.94562578e-01  3.71744722e-01 -2.32985705e-01 -2.71329701e-01
  6.45088136e-01  3.27545702e-01 -7.07598567e-01  2.53594607e-01
 -1.67338148e-01  5.18838577e-02  7.11037144e-02  3.82971436e-01
 -3.68739575e-01 -1.03225864e-01  7.68098533e-01  2.85925299e-01
 -7.22265765e-02  9.24942866e-02  6.09638505e-02 -3.96886528e-01
 -5.62721416e-02  6.64448619e-01  9.50395614e-02 -7.31471600e-03
  6.00720286e-01 -1.95004284e+00 -4.31996554e-01 -3.39957215e-02
  1.81344002e-01 -4.45698559e-01  2.96773720e+00  4.36655730e-01
 -3.53865713e-01 -5.82125559e-02  6.91502318e-02 -9.90364179e-02
  4.54356670e-02  5.47634304e-01  4.90907133e-02 -5.46965718e-01
 -2.27282733e-01  1.73600033e-01 -1.18904762e-01 -6.48726895e-02
  1.27859280e-01 -7.87158534e-02 -2.84059137e-01 -5.55170000e-01
 -1.19905852e-01  2.39678577e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
3187.0,"Is it true that if Larry has many dogs, he'll walk his golden retriever in the park?",Larry has a golden retriever.,N,type3_possessive,"[ 3.38509679e-01  2.94557065e-01 -2.47183189e-01 -5.86878397e-02
  5.22061586e-01  3.02741677e-01 -6.09004736e-01 -6.29182532e-02
 -2.08041091e-02  2.50189099e-02  7.40867248e-03  1.49793908e-01
 -2.20230818e-01  4.99341637e-02  3.76416445e-01  1.50485173e-01
  1.54456154e-01  6.78029954e-02 -4.81877059e-01 -3.09136301e-01
 -1.84423491e-01  1.28048792e-01  2.02633008e-01 -6.64555803e-02
  1.74763456e-01 -1.75378168e+00 -5.76952994e-01  2.57243752e-01
  1.70660302e-01 -4.64907765e-01  3.04465652e+00  1.28154159e-01
 -3.15086156e-01 -2.23432496e-01  7.91592523e-03 -6.85472712e-02
 -4.30531688e-02  1.70771763e-01  4.57996093e-02 -2.66518682e-01
 -2.42085338e-01  1.20607734e-01 -2.76375264e-01  2.20236957e-01
 -1.68761611e-01  3.22128385e-02 -1.94549426e-01 -2.39807546e-01
 -1.27858922e-01 -2.19921231e-01  4.82966714e-02  6.32832348e-01
 -3.57220024e-01  2.96653360e-01  6.69528961e-01  3.97255659e-01
 -6.33433282e-01 -4.77229983e-01  1.91477656e-01  1.80050001e-01
 -1.15466667e-02 -5.27666621e-02 -1.83183312e-01  3.37329984e-01
  2.84165651e-01  8.45499616e-03  1.36131331e-01  2.20106661e-01
 -8.94763291e-01 -1.29776001e-01 -1.70561329e-01 -1.95066631e-02
 -4.09899950e-02 -4.13750023e-01 -3.08919996e-01 -1.86433327e+00
 -4.19478655e-01  5.33330023e-01 -1.84756681e-01 -3.72220010e-01
  3.13926673e+00 -1.43306658e-01 -2.65356660e-01  1.16759993e-01
  9.14496705e-02  4.25332785e-03  2.04333174e-03  2.70823330e-01
  1.06780998e-01 -4.50670004e-01 -1.79066673e-01  4.55416679e-01
 -4.46740001e-01 -1.30017668e-01 -1.78058341e-01  3.46696675e-02
 -1.77959993e-01 -2.74434000e-01 -8.94733369e-02 -2.94490010e-01]",E
3200.0,"Sam believes that if Stacy has a seamstress, I wonder how neatly Stacy's seamstress sews.",Stacy has a seamstress.,N,type4_possessive,"[ 2.88590312e-01 -5.37588894e-02 -4.58773300e-02 -2.53499448e-01
  6.84861898e-01  2.27447808e-01 -4.71019626e-01 -1.32246092e-01
 -9.43018869e-02  5.27455620e-02 -1.36139989e-02  2.43249997e-01
 -4.30771142e-01  7.77811110e-02  6.24703348e-01  3.01949650e-01
  1.78002641e-01  7.26132244e-02  3.01766664e-01 -5.26790559e-01
 -2.95693457e-01  3.02190483e-01  9.75444317e-02  6.75155595e-02
  3.53419989e-01 -1.68489766e+00 -4.79243428e-01  3.23228300e-01
  2.74153560e-01 -3.65822941e-01  2.54438543e+00 -2.38343272e-02
 -2.68467546e-01 -2.85417289e-01 -1.94879305e-02 -5.11644334e-02
 -1.37102231e-01  3.95455569e-01  8.68023261e-02 -3.67722362e-01
 -2.02925012e-01  2.28482008e-01 -9.91880000e-02  2.63313890e-01
  6.56838939e-02 -1.09944649e-01 -8.65995437e-02  2.84208860e-02
 -9.96289849e-02  2.01638356e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
3207.0,"It's not the case that if this show has a storyteller, I wonder how well the show's storyteller narrates.",This show has a storyteller.,N,type4_possessive,"[ 3.7333721e-01  1.4343478e-01 -1.8033348e-01  1.1735348e-02
  5.2095973e-01  2.3617654e-01 -4.1546175e-01 -1.1196171e-01
 -4.4106960e-02  1.4104457e-01  3.4059573e-02  2.1119858e-01
 -4.0494710e-01  6.4888641e-02  6.5185869e-01  2.5267830e-01
  2.1933058e-01  2.3089068e-02 -2.3181371e-01 -4.2279825e-01
 -1.2640700e-01  2.2548525e-01  1.8065213e-01  3.2626878e-02
  3.0477741e-01 -1.8483442e+00 -7.2209042e-01  1.6499896e-01
  1.7779136e-01 -2.5008005e-01  3.2937820e+00 -8.3142146e-02
 -2.7692339e-01 -5.2353150e-01 -1.0280697e-02 -9.2821322e-02
  6.8180725e-02  1.0127214e-01  4.6120733e-03 -2.8754929e-01
 -2.0514151e-01  2.4345979e-01 -2.2083500e-01  2.0495279e-01
 -4.7955785e-02  4.6507291e-02 -1.2786034e-01  9.5288418e-02
 -1.0678678e-01  1.5871923e-01  2.4349934e-01  3.8181567e-01
 -2.4660666e-01  2.0735000e-01  4.3795565e-01  4.2298999e-01
 -7.4530667e-01 -4.7397664e-01  6.9851004e-02  2.3720999e-01
 -1.7426664e-02 -2.1744667e-01 -5.1235336e-01  2.1102667e-01
  6.4805669e-01  5.1316660e-02 -1.5640004e-03  1.9375968e-01
 -5.2326667e-01 -2.4310200e-01  7.0909671e-02  3.6291000e-01
  1.7116686e-02 -8.0499999e-02 -3.5146665e-02 -1.8273001e+00
 -5.0891203e-01  4.6981335e-01 -8.4362000e-02 -6.4740002e-02
  3.5460999e+00 -2.5783340e-02 -1.1129133e-01 -4.0120336e-01
 -1.2247368e-01 -4.4532668e-02  1.7242666e-01  1.4902334e-01
 -1.3935767e-01 -4.7553000e-01 -1.4381333e-01  4.4620335e-01
 -6.2068665e-01 -1.8071099e-01 -6.3263334e-02 -2.1838033e-01
 -2.8753999e-01 -3.9540045e-03 -9.3460016e-02  3.3069333e-01]",E
3211.0,"If Roger has a student, I wonder how diligently Roger's student studies.",Roger has a student.,N,type4_possessive,"[ 1.06400430e-01  4.00444977e-02 -6.02659993e-02 -4.77959991e-01
  4.65134472e-01  1.09029748e-01 -5.95725000e-01 -1.02548331e-01
 -4.58544977e-02  2.00070977e-01 -1.49366660e-02  9.93116572e-02
 -3.49767327e-01  1.38715670e-01  4.56151336e-01 -3.19966674e-02
  9.09160003e-02  2.71799684e-01  2.21440002e-01 -3.38694334e-01
 -1.19851632e-02  5.26601672e-01  9.14316550e-02  7.49650002e-02
  3.92993331e-01 -1.58762991e+00 -4.70474154e-01 -1.12645902e-01
 -1.08349919e-02 -3.65934372e-01  2.64733338e+00  8.63333344e-02
 -2.84903884e-01 -6.14041626e-01 -4.79335040e-02  2.42133290e-02
 -1.37493342e-01  3.29874992e-01  2.64030993e-01 -2.19793022e-01
 -3.72985005e-01  2.14283727e-03 -1.75918341e-01  3.05822819e-01
  1.49175838e-01 -1.96583495e-01  8.61900579e-03  1.13061331e-01
 -2.30237663e-01  2.36153319e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
3221.0,"Is it true that if Vanessa has glue in her kit, I wonder how tight Vanessa's glue sticks?",Vanessa has glue in her kit.,N,type4_possessive,"[ 1.09289385e-01 -3.39192152e-03 -4.16833349e-02 -1.86815321e-01
  5.43262064e-01  3.70154291e-01 -2.74848908e-01 -1.89080760e-01
 -6.83105066e-02  1.04065575e-01  8.81891623e-02  2.53418326e-01
 -4.27658319e-01  1.36132911e-01  4.47183341e-01  5.50933778e-01
  1.85606971e-01  2.77705882e-02 -3.27424966e-02 -5.14164627e-01
 -8.18175003e-02  2.65105307e-01  2.98404992e-01 -3.77454981e-02
  2.25016654e-01 -1.70943832e+00 -5.76996386e-01  4.23309803e-01
  5.35045147e-01 -4.82082337e-01  2.80293822e+00  9.80311707e-02
 -3.24790567e-01 -3.67757201e-01 -9.77138281e-02  3.39595675e-02
 -3.97652499e-02  2.52615005e-01  1.44526437e-01 -3.93855006e-01
 -1.76248744e-01  8.87719914e-02 -1.15328915e-01  2.90187895e-01
  1.03946239e-01 -2.37931986e-03  3.98066752e-02 -1.04795597e-01
 -7.34862462e-02 -9.94123053e-03  7.39274919e-02  1.13491759e-01
 -3.02497000e-01 -1.73057497e-01  3.64197254e-01  6.87855005e-01
 -3.36602509e-01 -2.01122254e-01  3.39389965e-02  1.18717514e-02
  2.53074020e-01 -2.73775086e-02 -4.33727503e-01  5.74137494e-02
  3.28712493e-01  2.94106483e-01 -2.17894003e-01  2.22302511e-01
 -1.42224997e-01 -1.75746500e-01  2.29217514e-01  4.84935015e-01
  2.82002479e-01 -1.11688748e-01 -3.95549983e-02 -1.77151990e+00
 -3.97246480e-01  4.18599993e-01  1.33277506e-01 -4.47479010e-01
  2.80209517e+00  5.92925400e-03 -2.84878492e-01 -2.69005001e-01
 -3.81440036e-02  2.43411243e-01 -1.91307515e-02  5.21622539e-01
  3.04509252e-01 -3.84152502e-01 -9.72310007e-02  9.66907069e-02
 -1.09632000e-01 -3.44812497e-02  1.29150003e-01 -1.35075986e-01
 -1.91474892e-02 -4.66441065e-01 -1.77947506e-02 -3.83687496e-01]",E
